Geolocation,Major Occupation,Year,Period,Sex,Employed Persons
CAR,Elementary Occupations,2018,July,Female,92.193
CAR,Elementary Occupations,2018,October,Both Sexes,235.608
CAR,Elementary Occupations,2018,October,Male,145.485
CAR,Elementary Occupations,2018,October,Female,90.123
CAR,Elementary Occupations,2018,Annual,Both Sexes,226.744
CAR,Elementary Occupations,2018,Annual,Male,137.146
CAR,Elementary Occupations,2018,Annual,Female,89.598
CAR,Elementary Occupations,2018,February,Both Sexes,..
CAR,Elementary Occupations,2018,February,Male,..
CAR,Elementary Occupations,2018,February,Female,..
CAR,Elementary Occupations,2018,March,Both Sexes,..
CAR,Elementary Occupations,2018,March,Male,..
CAR,Elementary Occupations,2018,March,Female,..
CAR,Elementary Occupations,2018,May,Both Sexes,..
CAR,Elementary Occupations,2018,May,Male,..
CAR,Elementary Occupations,2018,May,Female,..
CAR,Elementary Occupations,2018,June,Both Sexes,..
CAR,Elementary Occupations,2018,June,Male,..
CAR,Elementary Occupations,2018,June,Female,..
CAR,Elementary Occupations,2018,August,Both Sexes,..
CAR,Elementary Occupations,2018,August,Male,..
CAR,Elementary Occupations,2018,August,Female,..
CAR,Elementary Occupations,2018,September,Both Sexes,..
CAR,Elementary Occupations,2018,September,Male,..
CAR,Elementary Occupations,2018,September,Female,..
CAR,Elementary Occupations,2018,November,Both Sexes,..
CAR,Elementary Occupations,2018,November,Male,..
CAR,Elementary Occupations,2018,November,Female,..
CAR,Elementary Occupations,2018,December,Both Sexes,..
CAR,Elementary Occupations,2018,December,Male,..
CAR,Elementary Occupations,2018,December,Female,..
CAR,Elementary Occupations,2019,January,Both Sexes,197.963
CAR,Elementary Occupations,2019,January,Male,121.512
CAR,Elementary Occupations,2019,January,Female,76.451
CAR,Elementary Occupations,2019,April,Both Sexes,221.707
CAR,Elementary Occupations,2019,April,Male,131.199
CAR,Elementary Occupations,2019,April,Female,90.508
CAR,Elementary Occupations,2019,July,Both Sexes,209.055
CAR,Elementary Occupations,2019,July,Male,128.474
CAR,Elementary Occupations,2019,July,Female,80.580
CAR,Elementary Occupations,2019,October,Both Sexes,198.507
CAR,Elementary Occupations,2019,October,Male,123.127
CAR,Elementary Occupations,2019,October,Female,75.380
CAR,Elementary Occupations,2019,Annual,Both Sexes,206.808
CAR,Elementary Occupations,2019,Annual,Male,126.078
CAR,Elementary Occupations,2019,Annual,Female,80.730
CAR,Elementary Occupations,2019,February,Both Sexes,..
CAR,Elementary Occupations,2019,February,Male,..
CAR,Elementary Occupations,2019,February,Female,..
CAR,Elementary Occupations,2019,March,Both Sexes,..
CAR,Elementary Occupations,2019,March,Male,..
CAR,Elementary Occupations,2019,March,Female,..
CAR,Elementary Occupations,2019,May,Both Sexes,..
CAR,Elementary Occupations,2019,May,Male,..
CAR,Elementary Occupations,2019,May,Female,..
CAR,Elementary Occupations,2019,June,Both Sexes,..
CAR,Elementary Occupations,2019,June,Male,..
CAR,Elementary Occupations,2019,June,Female,..
CAR,Elementary Occupations,2019,August,Both Sexes,..
CAR,Elementary Occupations,2019,August,Male,..
CAR,Elementary Occupations,2019,August,Female,..
CAR,Elementary Occupations,2019,September,Both Sexes,..
CAR,Elementary Occupations,2019,September,Male,..
CAR,Elementary Occupations,2019,September,Female,..
CAR,Elementary Occupations,2019,November,Both Sexes,..
CAR,Elementary Occupations,2019,November,Male,..
CAR,Elementary Occupations,2019,November,Female,..
CAR,Elementary Occupations,2019,December,Both Sexes,..
CAR,Elementary Occupations,2019,December,Male,..
CAR,Elementary Occupations,2019,December,Female,..
CAR,Elementary Occupations,2020,January,Both Sexes,221.086
CAR,Elementary Occupations,2020,January,Male,125.514
CAR,Elementary Occupations,2020,January,Female,95.572
CAR,Elementary Occupations,2020,April,Both Sexes,163.438
CAR,Elementary Occupations,2020,April,Male,85.997
CAR,Elementary Occupations,2020,April,Female,77.441
CAR,Elementary Occupations,2020,July,Both Sexes,222.583
CAR,Elementary Occupations,2020,July,Male,127.542
CAR,Elementary Occupations,2020,July,Female,95.041
CAR,Elementary Occupations,2020,October,Both Sexes,216.306
CAR,Elementary Occupations,2020,October,Male,137.896
CAR,Elementary Occupations,2020,October,Female,78.410
CAR,Elementary Occupations,2020,Annual,Both Sexes,205.853
CAR,Elementary Occupations,2020,Annual,Male,119.237
CAR,Elementary Occupations,2020,Annual,Female,86.616
CAR,Elementary Occupations,2020,February,Both Sexes,..
CAR,Elementary Occupations,2020,February,Male,..
CAR,Elementary Occupations,2020,February,Female,..
CAR,Elementary Occupations,2020,March,Both Sexes,..
CAR,Elementary Occupations,2020,March,Male,..
CAR,Elementary Occupations,2020,March,Female,..
CAR,Elementary Occupations,2020,May,Both Sexes,..
CAR,Elementary Occupations,2020,May,Male,..
CAR,Elementary Occupations,2020,May,Female,..
CAR,Elementary Occupations,2020,June,Both Sexes,..
CAR,Elementary Occupations,2020,June,Male,..
CAR,Elementary Occupations,2020,June,Female,..
CAR,Elementary Occupations,2020,August,Both Sexes,..
CAR,Elementary Occupations,2020,August,Male,..
CAR,Elementary Occupations,2020,August,Female,..
CAR,Elementary Occupations,2020,September,Both Sexes,..
CAR,Elementary Occupations,2020,September,Male,..
CAR,Elementary Occupations,2020,September,Female,..
CAR,Elementary Occupations,2020,November,Both Sexes,..
CAR,Elementary Occupations,2020,November,Male,..
CAR,Elementary Occupations,2020,November,Female,..
CAR,Elementary Occupations,2020,December,Both Sexes,..
CAR,Elementary Occupations,2020,December,Male,..
CAR,Elementary Occupations,2020,December,Female,..
CAR,Elementary Occupations,2021,January,Both Sexes,228.642
CAR,Elementary Occupations,2021,January,Male,145.705
CAR,Elementary Occupations,2021,January,Female,6.911
CAR,Elementary Occupations,2021,April,Both Sexes,225.926
CAR,Elementary Occupations,2021,April,Male,130.716
CAR,Elementary Occupations,2021,April,Female,95.210
CAR,Elementary Occupations,2021,July,Both Sexes,250.246
CAR,Elementary Occupations,2021,July,Male,152.979
CAR,Elementary Occupations,2021,July,Female,97.266
CAR,Elementary Occupations,2021,October,Both Sexes,214.431
CAR,Elementary Occupations,2021,October,Male,125.514
CAR,Elementary Occupations,2021,October,Female,88.917
CAR,Elementary Occupations,2021,Annual,Both Sexes,237.353
CAR,Elementary Occupations,2021,Annual,Male,142.047
CAR,Elementary Occupations,2021,Annual,Female,95.306
CAR,Elementary Occupations,2021,February,Both Sexes,259.310
CAR,Elementary Occupations,2021,February,Male,152.778
CAR,Elementary Occupations,2021,February,Female,106.532
CAR,Elementary Occupations,2021,March,Both Sexes,247.786
CAR,Elementary Occupations,2021,March,Male,151.259
CAR,Elementary Occupations,2021,March,Female,96.528
CAR,Elementary Occupations,2021,May,Both Sexes,223.277
CAR,Elementary Occupations,2021,May,Male,132.318
CAR,Elementary Occupations,2021,May,Female,90.958
CAR,Elementary Occupations,2021,June,Both Sexes,221.430
CAR,Elementary Occupations,2021,June,Male,129.857
CAR,Elementary Occupations,2021,June,Female,91.573
CAR,Elementary Occupations,2021,August,Both Sexes,250.773
CAR,Elementary Occupations,2021,August,Male,150.008
CAR,Elementary Occupations,2021,August,Female,100.765
CAR,Elementary Occupations,2021,September,Both Sexes,224.630
CAR,Elementary Occupations,2021,September,Male,134.872
CAR,Elementary Occupations,2021,September,Female,89.758
CAR,Elementary Occupations,2021,November,Both Sexes,275.182
CAR,Elementary Occupations,2021,November,Male,152.104
CAR,Elementary Occupations,2021,November,Female,123.078
CAR,Elementary Occupations,2021,December,Both Sexes,226.600
CAR,Elementary Occupations,2021,December,Male,146.455
CAR,Elementary Occupations,2021,December,Female,80.145
CAR,Armed Forces Occupations,2018,January,Both Sexes,2.580
CAR,Armed Forces Occupations,2018,January,Male,2.580
CAR,Armed Forces Occupations,2018,January,Female,0.000
CAR,Armed Forces Occupations,2018,April,Both Sexes,3.243
CAR,Armed Forces Occupations,2018,April,Male,3.243
CAR,Armed Forces Occupations,2018,April,Female,0.000
CAR,Armed Forces Occupations,2018,July,Both Sexes,4.544
CAR,Armed Forces Occupations,2018,July,Male,4.254
CAR,Armed Forces Occupations,2018,July,Female,0.290
CAR,Armed Forces Occupations,2018,October,Both Sexes,2.115
CAR,Armed Forces Occupations,2018,October,Male,2.115
CAR,Armed Forces Occupations,2018,October,Female,0.000
CAR,Armed Forces Occupations,2018,Annual,Both Sexes,3.121
CAR,Armed Forces Occupations,2018,Annual,Male,3.048
CAR,Armed Forces Occupations,2018,Annual,Female,0.073
CAR,Armed Forces Occupations,2018,February,Both Sexes,..
CAR,Armed Forces Occupations,2018,February,Male,..
CAR,Armed Forces Occupations,2018,February,Female,..
CAR,Armed Forces Occupations,2018,March,Both Sexes,..
CAR,Armed Forces Occupations,2018,March,Male,..
CAR,Armed Forces Occupations,2018,March,Female,..
CAR,Armed Forces Occupations,2018,May,Both Sexes,..
CAR,Armed Forces Occupations,2018,May,Male,..
CAR,Armed Forces Occupations,2018,May,Female,..
CAR,Armed Forces Occupations,2018,June,Both Sexes,..
CAR,Armed Forces Occupations,2018,June,Male,..
CAR,Armed Forces Occupations,2018,June,Female,..
CAR,Armed Forces Occupations,2018,August,Both Sexes,..
CAR,Armed Forces Occupations,2018,August,Male,..
CAR,Armed Forces Occupations,2018,August,Female,..
CAR,Armed Forces Occupations,2018,September,Both Sexes,..
CAR,Armed Forces Occupations,2018,September,Male,..
CAR,Armed Forces Occupations,2018,September,Female,..
CAR,Armed Forces Occupations,2018,November,Both Sexes,..
CAR,Armed Forces Occupations,2018,November,Male,..
CAR,Armed Forces Occupations,2018,November,Female,..
CAR,Armed Forces Occupations,2018,December,Both Sexes,..
CAR,Armed Forces Occupations,2018,December,Male,..
CAR,Armed Forces Occupations,2018,December,Female,..
CAR,Armed Forces Occupations,2019,January,Both Sexes,1.968
CAR,Armed Forces Occupations,2019,January,Male,1.835
CAR,Armed Forces Occupations,2019,January,Female,0.133
CAR,Armed Forces Occupations,2019,April,Both Sexes,4.583
CAR,Armed Forces Occupations,2019,April,Male,4.583
CAR,Armed Forces Occupations,2019,April,Female,0.000
CAR,Armed Forces Occupations,2019,July,Both Sexes,4.903
CAR,Armed Forces Occupations,2019,July,Male,4.903
CAR,Armed Forces Occupations,2019,July,Female,0.000
CAR,Armed Forces Occupations,2019,October,Both Sexes,4.431
CAR,Armed Forces Occupations,2019,October,Male,4.128
CAR,Armed Forces Occupations,2019,October,Female,0.303
CAR,Armed Forces Occupations,2019,Annual,Both Sexes,3.971
CAR,Armed Forces Occupations,2019,Annual,Male,3.862
CAR,Armed Forces Occupations,2019,Annual,Female,0.109
CAR,Armed Forces Occupations,2019,February,Both Sexes,..
CAR,Armed Forces Occupations,2019,February,Male,..
CAR,Armed Forces Occupations,2019,February,Female,..
CAR,Armed Forces Occupations,2019,March,Both Sexes,..
CAR,Armed Forces Occupations,2019,March,Male,..
CAR,Armed Forces Occupations,2019,March,Female,..
CAR,Armed Forces Occupations,2019,May,Both Sexes,..
CAR,Armed Forces Occupations,2019,May,Male,..
CAR,Armed Forces Occupations,2019,May,Female,..
CAR,Armed Forces Occupations,2019,June,Both Sexes,..
CAR,Armed Forces Occupations,2019,June,Male,..
CAR,Armed Forces Occupations,2019,June,Female,..
CAR,Armed Forces Occupations,2019,August,Both Sexes,..
CAR,Armed Forces Occupations,2019,August,Male,..
CAR,Armed Forces Occupations,2019,August,Female,..
CAR,Armed Forces Occupations,2019,September,Both Sexes,..
CAR,Armed Forces Occupations,2019,September,Male,..
CAR,Armed Forces Occupations,2019,September,Female,..
CAR,Armed Forces Occupations,2019,November,Both Sexes,..
CAR,Armed Forces Occupations,2019,November,Male,..
CAR,Armed Forces Occupations,2019,November,Female,..
CAR,Armed Forces Occupations,2019,December,Both Sexes,..
CAR,Armed Forces Occupations,2019,December,Male,..
CAR,Armed Forces Occupations,2019,December,Female,..
CAR,Armed Forces Occupations,2020,January,Both Sexes,1.456
CAR,Armed Forces Occupations,2020,January,Male,1.183
CAR,Armed Forces Occupations,2020,January,Female,0.273
CAR,Armed Forces Occupations,2020,April,Both Sexes,2.600
CAR,Armed Forces Occupations,2020,April,Male,2.600
CAR,Armed Forces Occupations,2020,April,Female,0.000
CAR,Armed Forces Occupations,2020,July,Both Sexes,3.386
CAR,Armed Forces Occupations,2020,July,Male,3.163
CAR,Armed Forces Occupations,2020,July,Female,0.223
CAR,Armed Forces Occupations,2020,October,Both Sexes,6.483
CAR,Armed Forces Occupations,2020,October,Male,5.894
CAR,Armed Forces Occupations,2020,October,Female,0.589
CAR,Armed Forces Occupations,2020,Annual,Both Sexes,3.481
CAR,Armed Forces Occupations,2020,Annual,Male,3.210
CAR,Armed Forces Occupations,2020,Annual,Female,0.271
CAR,Armed Forces Occupations,2020,February,Both Sexes,..
CAR,Armed Forces Occupations,2020,February,Male,..
CAR,Armed Forces Occupations,2020,February,Female,..
CAR,Armed Forces Occupations,2020,March,Both Sexes,..
CAR,Armed Forces Occupations,2020,March,Male,..
CAR,Armed Forces Occupations,2020,March,Female,..
CAR,Armed Forces Occupations,2020,May,Both Sexes,..
CAR,Armed Forces Occupations,2020,May,Male,..
CAR,Armed Forces Occupations,2020,May,Female,..
CAR,Armed Forces Occupations,2020,June,Both Sexes,..
CAR,Armed Forces Occupations,2020,June,Male,..
CAR,Armed Forces Occupations,2020,June,Female,..
CAR,Armed Forces Occupations,2020,August,Both Sexes,..
CAR,Armed Forces Occupations,2020,August,Male,..
CAR,Armed Forces Occupations,2020,August,Female,..
CAR,Armed Forces Occupations,2020,September,Both Sexes,..
CAR,Armed Forces Occupations,2020,September,Male,..
CAR,Armed Forces Occupations,2020,September,Female,..
CAR,Armed Forces Occupations,2020,November,Both Sexes,..
CAR,Armed Forces Occupations,2020,November,Male,..
CAR,Armed Forces Occupations,2020,November,Female,..
CAR,Armed Forces Occupations,2020,December,Both Sexes,..
CAR,Armed Forces Occupations,2020,December,Male,..
CAR,Armed Forces Occupations,2020,December,Female,..
CAR,Armed Forces Occupations,2021,January,Both Sexes,4.693
CAR,Armed Forces Occupations,2021,January,Male,4.463
CAR,Armed Forces Occupations,2021,January,Female,0.019
CAR,Armed Forces Occupations,2021,April,Both Sexes,3.920
CAR,Armed Forces Occupations,2021,April,Male,3.781
CAR,Armed Forces Occupations,2021,April,Female,0.139
CAR,Armed Forces Occupations,2021,July,Both Sexes,3.522
CAR,Armed Forces Occupations,2021,July,Male,3.443
CAR,Armed Forces Occupations,2021,July,Female,0.079
CAR,Armed Forces Occupations,2021,October,Both Sexes,3.520
CAR,Armed Forces Occupations,2021,October,Male,3.253
CAR,Armed Forces Occupations,2021,October,Female,0.267
CAR,Armed Forces Occupations,2021,Annual,Both Sexes,3.324
CAR,Armed Forces Occupations,2021,Annual,Male,3.065
CAR,Armed Forces Occupations,2021,Annual,Female,0.258
CAR,Armed Forces Occupations,2021,February,Both Sexes,2.178
CAR,Armed Forces Occupations,2021,February,Male,1.823
CAR,Armed Forces Occupations,2021,February,Female,0.355
CAR,Armed Forces Occupations,2021,March,Both Sexes,3.549
CAR,Armed Forces Occupations,2021,March,Male,3.549
CAR,Armed Forces Occupations,2021,March,Female,0.000
CAR,Armed Forces Occupations,2021,May,Both Sexes,4.572
CAR,Armed Forces Occupations,2021,May,Male,3.472
CAR,Armed Forces Occupations,2021,May,Female,1.100
CAR,Armed Forces Occupations,2021,June,Both Sexes,4.729
CAR,Armed Forces Occupations,2021,June,Male,4.729
CAR,Armed Forces Occupations,2021,June,Female,0.000
CAR,Armed Forces Occupations,2021,August,Both Sexes,2.439
CAR,Armed Forces Occupations,2021,August,Male,1.509
CAR,Armed Forces Occupations,2021,August,Female,0.929
CAR,Armed Forces Occupations,2021,September,Both Sexes,3.719
CAR,Armed Forces Occupations,2021,September,Male,3.719
CAR,Armed Forces Occupations,2021,September,Female,0.000
